species,longitude,latitude
Margaritifera,12.2154916545111,58.7509191553783
Margaritifera,18.6828720545201,63.3278334467424
Margaritifera,18.0844885449821,63.5708355108711
Margaritifera,16.1734075062144,60.9821431821674
Margaritifera,12.2121941277145,58.7743819111514
Margaritifera,12.4392519140245,59.7579684823333
Margaritifera,17.81341379374,62.7340333402742
Margaritifera,18.514957717241,63.2022327560484
Margaritifera,13.3709890031909,56.0494331743749
Margaritifera,20.263695850055,65.949004372483
Margaritifera,13.9764394848015,55.9295774842053
Margaritifera,13.9477616372923,55.9488975226975
Margaritifera,15.3024817577382,61.9809957494544
Margaritifera,14.8405024792661,62.4738726146689
Margaritifera,14.7782650846152,59.7098014429112
Margaritifera,15.7035515591455,61.3202230808343
Margaritifera,16.093193173179,62.2397986933245
Margaritifera,16.2437410551543,62.7118077467075
Margaritifera,14.1911222647948,64.4603168436741
Margaritifera,14.8405218254592,62.4738816127537
Margaritifera,14.0819803101789,57.9447226622484
Margaritifera,12.1290895051516,57.5409390534915
Margaritifera,12.3930750454726,57.6969422122441
Margaritifera,15.976208358989,62.6144723612376
Margaritifera,16.3941556314833,60.9511098652324
Margaritifera,15.8957681693231,61.7055599955382
Margaritifera,16.0979272290619,61.6686807789497
Margaritifera,16.913614024977,62.1516238346309
Margaritifera,15.615597219474,57.4404696821548
Margaritifera,12.5174167496081,57.6555908005133
Margaritifera,13.1332230249326,60.0245893596858
Margaritifera,17.3101278007482,62.5760533021301
Margaritifera,17.0352554480676,63.4127122324817
Margaritifera,12.8978898608079,59.6866013910683
Margaritifera,16.0732415999156,61.2093195842275
Margaritifera,16.1851279480876,61.6234853146412
Margaritifera,15.7570316159035,62.0673952059161
Margaritifera,15.0820333051168,59.707188290494
Margaritifera,12.6484930666293,57.0914768599607
Margaritifera,13.055148834029,56.6257335726007
Margaritifera,16.8910032466785,62.202352163306
Margaritifera,17.9889119220841,62.9806257638371
Margaritifera,12.5503226634365,57.305364036306
Margaritifera,12.7745444963076,57.4934981228424
Margaritifera,12.7070070795753,57.1284435613977
Margaritifera,16.8079476800223,62.2225850565872
Margaritifera,17.7202989019311,62.5151722894853
Margaritifera,14.9270811861493,59.4136237323958
Margaritifera,16.8182056670459,61.5453170674284
Margaritifera,13.6702879566879,59.9280162504481
Margaritifera,16.9280007788035,62.1973350096668
Margaritifera,19.9783860726532,65.3261024054421
Margaritifera,13.7687558712699,57.8744410044977
Margaritifera,12.6801575443601,57.1038482451865
Margaritifera,16.9437537924867,62.5233150122692
Margaritifera,17.6730448544297,63.0243255064401
Margaritifera,14.4195664771997,58.934800378317
Margaritifera,13.8376060388762,60.2584649160968
Margaritifera,14.3062337892212,60.636891300225
Margaritifera,13.7693802318207,60.8571917159948
Margaritifera,13.0752497172579,61.5078827048038
Margaritifera,16.4675001414299,61.7536127769126
Margaritifera,12.6407032085953,57.0709221044257
Margaritifera,12.9953311610006,57.6265758289965
Margaritifera,15.5410655079193,59.9024051192547
Margaritifera,15.5344705388316,59.7989593920191
Margaritifera,15.1438707661675,62.2852837560891
Margaritifera,17.6412567750049,63.5882928791407
Margaritifera,12.8343223809916,56.7732020530544
Margaritifera,14.4509144442835,62.5147217935414
Margaritifera,16.0938932972201,62.2458438024139
Margaritifera,17.7655348870058,63.2016976277001
Margaritifera,16.7589470084505,63.9201604065104
Margaritifera,16.3633566794401,61.21528625869
Margaritifera,15.6651211066236,61.9297401329428
Margaritifera,15.4849575856529,62.2610386937531
Margaritifera,13.0767336383984,56.4007857449533
Margaritifera,12.8027078300633,56.8718766968582
Margaritifera,15.1095645854941,59.2666464584408
Margaritifera,17.0238049043837,61.9790129070034
Margaritifera,17.0360635267084,63.6940174331095
Margaritifera,16.127073461017,61.1306968481687
Margaritifera,15.9420394392014,61.6104901791823
Margaritifera,18.0119291584097,62.859391941088
Margaritifera,16.1758808090471,61.1989325277373
Margaritifera,14.9356449551882,62.070054523671
Margaritifera,20.190443560984,64.1788036562862
Margaritifera,18.5859216518997,66.4028823565343
Margaritifera,13.1250855552774,56.3886939028496
Margaritifera,15.9658124307557,61.0581143463072
Margaritifera,16.3929225413794,60.7820928691925
Margaritifera,22.0325771546222,66.0397933818055
Margaritifera,20.6977171747,66.8357964196923
Margaritifera,13.7048813738128,56.0863219868365
Margaritifera,16.2325476571068,60.8981459837677
Margaritifera,16.4203570840111,61.1927828492147
Margaritifera,16.011866848326,61.4246678923381
Margaritifera,16.316295186903,63.9219050660257
Margaritifera,12.5236504688399,57.2679156822002
Margaritifera,16.7654955272595,62.4919942901254
Margaritifera,17.9684457473688,63.3968252543856
Margaritifera,12.9270779081855,56.362831939382
Margaritifera,15.9361668397531,61.276155157872
Margaritifera,12.6970693906451,61.0633497908646
Margaritifera,15.2817476959897,61.9361920837931
Margaritifera,17.8411648189065,63.4665233576002
Margaritifera,15.8220622046946,60.567036099263
Margaritifera,14.7290014999019,60.7613196747017
Margaritifera,16.6196189771355,61.1093350788642
Margaritifera,14.0577032804067,57.9744392623668
Margaritifera,18.591524553551,63.6052058908235
Margaritifera,15.4924640046565,61.5160004177802
Margaritifera,15.7131155232275,61.7739169132776
Margaritifera,16.3040965979605,61.7118446228831
Margaritifera,14.8665392176213,61.7916470610593
Margaritifera,16.5805211304615,62.315934489111
Margaritifera,16.1240028691788,61.2396595474654
Margaritifera,18.2092453821187,64.7281077641834
Margaritifera,19.722235910835,65.8608236411988
Margaritifera,14.0050087164431,57.8839589640237
Margaritifera,16.5175753629,61.9417517505964
Margaritifera,20.8375200300279,65.2055657628602
Margaritifera,15.4931756595194,61.9338650935334
Margaritifera,22.1251074277746,66.0722832311589
Margaritifera,16.6530737665048,62.3436326772705
Margaritifera,20.4237479915842,66.53671195525
Margaritifera,17.8669693941211,64.8496265462355
Margaritifera,12.3291971751355,57.6966882167412
Margaritifera,16.6455358973307,61.9476276131007
Margaritifera,16.8401493682697,62.4065322779789
Margaritifera,15.08260920655,58.1978613901979
Margaritifera,17.1783300660993,61.9889432009963
Margaritifera,14.5890839407873,59.3470197682826
Margaritifera,15.6344042243359,62.4178653959371
Margaritifera,12.6718484086389,59.128403642555
Margaritifera,15.7150905768886,61.7871480909883
Margaritifera,13.100975537098,56.4450571450651
Margaritifera,20.1659006141444,64.0936788589527
Margaritifera,17.4907738094505,62.2235508505392
Margaritifera,19.2977307301436,64.751283043905
Margaritifera,18.5441312272871,64.9983790196697
Margaritifera,18.952667158787,64.1793171290374
Margaritifera,19.2585427977624,64.6710655971236
Margaritifera,12.6731239620271,57.3859925468239
Margaritifera,12.4290590562529,57.7934995754606
Margaritifera,13.2485757863329,59.9429294469731
Margaritifera,16.6964821296477,63.8090389815644
Margaritifera,17.1474342894848,65.5522962361236
Margaritifera,16.8004337236881,61.4752958858499
Margaritifera,14.8699985481501,56.318964625316
Margaritifera,13.7003535015743,56.1720602132721
Margaritifera,14.9662803430787,62.3990638135374
Margaritifera,14.8277490484913,60.0749882773061
Margaritifera,15.4391814649282,59.6455064414917
Margaritifera,16.6441233903509,65.115018121981
Margaritifera,14.8850668824989,59.4490018646964
Margaritifera,13.0408565985593,56.515473642561
Margaritifera,12.0002086678654,59.5314613166573
Margaritifera,22.140795830931,66.1425405482809
Margaritifera,13.8887200403395,55.9566729684527
Margaritifera,12.909348617144,60.0348710977442
Margaritifera,12.4839540422218,57.3658812029821
Margaritifera,15.6742902236688,56.2158045678424
Margaritifera,13.7413265409181,56.0992698057918
Margaritifera,16.4843894852689,61.7986739387649
Margaritifera,19.0280336116824,63.5706223117588
Margaritifera,14.9325465880552,59.6063631200649
Margaritifera,16.2492213801525,63.868565321664
Margaritifera,19.060618833168,63.6956539224162
Margaritifera,14.9669757735973,59.5314304380087
Margaritifera,15.48046873005,63.4349546965376
Margaritifera,15.0120539454671,62.1619068191477
Margaritifera,19.544320303245,64.2100095485719
Margaritifera,15.0189521643474,56.3924251398182
Margaritifera,13.0506346007836,57.6696782195231
Margaritifera,14.8808855656132,59.2285076761405
Margaritifera,15.6335598310279,60.7483449591692
Margaritifera,15.7286744872946,62.2327026331425
Margaritifera,15.8828983527402,65.0279316000236
Margaritifera,17.0916152356533,61.0448206892053
Margaritifera,18.1257940028721,63.4483335609679
Margaritifera,19.7974743358294,66.0171868029867
Margaritifera,15.6548705863587,59.9689399070786
Margaritifera,19.7776319793597,63.8386881356232
Margaritifera,19.7638927581763,65.3985465991985
Margaritifera,22.123026285161,66.7491642872362
Margaritifera,15.5082334824252,57.6615848773567
Margaritifera,15.5082334824252,57.6615848773567
Margaritifera,13.0325414106108,56.5736538265312
Margaritifera,18.0130448597951,64.1088739236304
Margaritifera,19.3300508412146,63.5924250881901
Margaritifera,20.1269958881253,63.9697941873704
Margaritifera,17.3279157268211,63.9260410280473
Margaritifera,19.2966526833891,64.7486085875473
Margaritifera,20.2901101199455,64.7814992175772
Margaritifera,20.8778856657166,64.8475010571595
Margaritifera,19.1458492650023,65.0801065027707
Margaritifera,17.2145193180463,65.058291314947
Margaritifera,21.1920659194306,65.1453985876991
Margaritifera,17.9416739082533,65.3403151625621
Margaritifera,12.5342248700937,57.3255744967579
Margaritifera,13.6197726385912,57.5997818569363
Margaritifera,12.4670206214955,57.4517497915418
Margaritifera,12.9906623783226,57.5555202952348
Margaritifera,12.738851734036,57.5220398403764
Margaritifera,12.5392218768128,57.5268679184733
Margaritifera,12.4706981935865,57.5415805462033
Margaritifera,12.4380114082397,57.5598827049403
Margaritifera,13.037635859882,57.6036184934625
Margaritifera,12.4472205635749,57.5924115085527
Margaritifera,12.7027386851528,57.7827347271031
Margaritifera,12.0852691017605,57.9766595254165
Margaritifera,12.2038823995678,57.9606227906018
Margaritifera,12.2615813273252,57.9806702748301
Margaritifera,11.8748377982351,58.0187734805104
Margaritifera,11.8817792708274,58.0203639607742
Margaritifera,12.1131942422946,58.3574328461328
Margaritifera,11.348897381328,58.8706709733214
Margaritifera,12.4429173973204,58.9613622043549
Margaritifera,11.2426544679467,58.9718132697915
Margaritifera,11.5379083172294,58.8835100565578
Margaritifera,15.0114626026953,59.3425569635228
Margaritifera,15.4437032309796,60.1920918267489
Margaritifera,14.761064105445,60.2415454513368
Margaritifera,14.4876226530045,60.5722813115169
Margaritifera,15.789993514279,60.8850941585844
Margaritifera,14.1639745232215,61.0684162350142
Margaritifera,13.0493935530256,61.3564602270332
Margaritifera,17.1419292292954,62.1572867863443
Margaritifera,15.9576909770355,62.46788670954
Margaritifera,17.7636833930922,62.5823580496613
Margaritifera,17.8457159496204,62.6367977040314
Margaritifera,17.7931681422931,62.6652324146701
Margaritifera,17.8420217262379,62.8353937186826
Margaritifera,17.6895138712945,63.1356024832953
Margaritifera,17.8650630009415,63.1141921599001
Margaritifera,18.2870133585625,63.0772096803903
Margaritifera,17.3493000882852,63.130968024988
Margaritifera,18.6886254940158,63.4846149383469
Margaritifera,18.2468342759903,63.3686745896772
Margaritifera,19.1684456784312,63.3659453806028
Margaritifera,18.2794554756479,63.4037280093443
Margaritifera,18.5244981257082,63.4103144341632
Margaritifera,16.8662773077307,63.4890388638016
Margaritifera,18.794758396459,63.4732292753118
Margaritifera,17.5848149760087,63.5559774088398
Margaritifera,17.852590705929,64.7862341827278
Margaritifera,16.5349391060156,65.9376812571508
Margaritifera,20.411924680408,65.2298441487425
Margaritifera,17.8747954207893,64.1418190825939
Margaritifera,20.3522445695789,65.267059955929
Margaritifera,15.8530559152862,57.2367709194922
Margaritifera,12.7399489680393,57.9709083670757
Margaritifera,12.5101451102948,59.2267465045296
Margaritifera,12.6120468781778,59.4257652750456
Margaritifera,12.5157920109803,59.9310349460503
Margaritifera,13.7019584551587,59.9975531713001
Margaritifera,14.3324816632743,59.4960563255647
Margaritifera,14.6926552508661,61.5971315054452
Margaritifera,14.7680052707987,61.5426270026886
Margaritifera,15.183832712884,61.9957200752641
Margaritifera,16.8669498852621,61.6234114539369
Margaritifera,17.1465019162127,62.1570633191511
Margaritifera,17.1721756853904,61.9059550162835
Margaritifera,15.3863011546053,62.2926127288114
Margaritifera,14.7124735540506,60.9449066840708
Margaritifera,19.6648379278634,64.3573713075134
Margaritifera,18.0732597743276,64.7383659578595
Margaritifera,16.6881711767308,65.6150673559698
Margaritifera,19.3961790212967,65.9644661317954
Margaritifera,15.1102480860777,57.4903688387006
Margaritifera,15.5517528204501,57.6202526284803
Margaritifera,14.0972604693348,58.0216779450541
Margaritifera,14.1408376644782,58.0695954114541
Margaritifera,14.1133148770112,58.0002327638179
Margaritifera,13.6066916403673,57.5869712053337
Margaritifera,14.4754883307554,56.0561859780088
Margaritifera,13.3174098332363,56.1385678439708
Margaritifera,13.2684323140534,56.3442132786024
Margaritifera,12.331707657665,57.2597436336998
Margaritifera,12.4710327140528,57.1479002038907
Margaritifera,12.9030818049378,57.6041796168277
Margaritifera,13.0386230712751,57.5206222052445
Margaritifera,12.9761128380432,57.5366618341601
Margaritifera,13.0419217121979,57.3336490543557
Margaritifera,12.1705989477806,57.8085092615449
Margaritifera,12.4113401378325,58.1697191845101
Margaritifera,12.2851168657343,58.6948605605743
Margaritifera,11.2839390841408,58.9554227873188
Margaritifera,12.6314917671198,59.4966596965064
Margaritifera,12.2852885787426,59.575498064919
Margaritifera,14.0202680334913,59.6579388585582
Margaritifera,12.4957556918497,59.7113265382507
Margaritifera,12.5320896786929,59.8742955870584
Margaritifera,13.2552268609779,60.0377439500021
Margaritifera,13.6889790789147,60.0926259576738
Margaritifera,12.7002142770071,60.3082875251988
Margaritifera,13.6804914743714,60.025601870989
Margaritifera,12.9312465911847,60.3627606130025
Margaritifera,12.917839839437,59.9275954395389
Margaritifera,12.6068366764788,59.6485915557066
Margaritifera,14.1066604660387,59.8245537634148
Margaritifera,14.3305804581695,59.8012334404348
Margaritifera,15.4200371154082,59.9824492056413
Margaritifera,14.7498493083555,60.2154049000363
Margaritifera,13.8574678157535,60.4982325557892
Margaritifera,15.2737958618911,60.7320986059578
Margaritifera,16.3861398374919,60.7845157222335
Margaritifera,15.6794747728836,60.8271761795294
Margaritifera,13.7510431855178,60.9048547913486
Margaritifera,16.208908426883,60.9110568200472
Margaritifera,13.98472184831,60.9766206723013
Margaritifera,13.0641422287878,61.5284244336581
Margaritifera,15.5475212552148,61.9429958409223
Margaritifera,15.6709800011559,62.067399822239
Margaritifera,15.5143901474885,62.3619350135318
Margaritifera,16.0657492198049,62.4495535955643
Margaritifera,17.1269956670141,61.2053158428352
Margaritifera,14.4193699040857,61.6820401960023
Margaritifera,15.0567929435288,62.1297691963354
Margaritifera,14.8934023433395,62.1708696369788
Margaritifera,14.7546997441318,62.2683291800162
Margaritifera,17.3839728077297,62.3010360414954
Margaritifera,14.3828033880059,62.6930708135198
Margaritifera,15.2469354808221,62.5031237505672
Margaritifera,15.404981295954,62.6706410706739
Margaritifera,15.3449542591954,62.5771473780594
Margaritifera,16.0441271574174,64.1017445161852
Margaritifera,14.9191393210459,64.2407900489845
Margaritifera,15.4923388081997,64.5404154406154
